Geneid,control Evs_1,control Evs_2,control Evs_3,TGFB Evs_1,TGFB Evs_2,TGFB Evs_3
Gart,1060,175,386,0,554,338
Tmem50b,1305,198,117,222,301,262
Ifngr2,6728,887,2089,953,1782,642
Ifnar1,1438,0,283,0,1133,237
Il10rb,857,259,330,72,385,23
Ifnar2,1163,114,622,121,505,24
Cfap298,113,21,0,0,43,11
Synj1,677,0,0,2,482,1
Paxbp1,7,3,11,0,34,16
Mis18a,6,112,0,157,0,0
Sod1,273,266,499,64,422,356
Scaf4,1421,4,3,0,147,10
Krt75,0,0,0,0,0,0
Kansl2,2587,3487,4601,3142,7565,6575
Adcy6,0,84,0,21,0,0
Enah,151,541,661,329,333,427
Lmbr1l,160,6,0,153,147,202
Dhh,0,0,4,0,22,0
Tuba1b,8370,5845,5231,6354,9361,9698
Prpf40b,880,0,0,0,96,261
Fmnl3,662,260,0,126,83,137
Nckap5l,16876,3612,5150,2590,5283,2808
Tmbim6,4691,807,645,547,1090,513
Faim2,0,1,27,0,24,0
Racgap1,2227,44,597,685,355,342
Asic1,0,0,0,0,0,0
Smarcd1,39,139,192,141,343,471
Gpd1,0,0,145,0,53,0
Cox14,1881,497,867,210,1018,216
Cers5,1727,637,885,1055,2168,2172
Lima1,389,465,121,90,580,381
Larp4,3839,1073,1524,1247,2449,1753
Dip2b,2142,241,275,8,672,483
Atf1,1623,558,457,426,2161,1811
Slc11a2,4319,1399,1084,145,2272,1197
Cela1,266,56,292,224,333,465
Slc4a8,0,0,7,0,32,0
Scn8a,8,25,17,14,78,107
Nr4a1,0,101,402,0,0,78
Csad,0,124,205,0,162,144
Soat2,1007,11,0,0,64,7
Igfbp6,57,0,57,0,79,14
Amhr2,145,671,628,153,304,223
Prr13,8790,1590,2170,726,2350,690
Map3k12,0,334,248,0,355,222
Tarbp2,575,457,244,179,708,140
Calcoco1,1844,427,294,1,159,14
Rttn,40,0,6,0,199,70
Cdkn1a,3902,1173,1433,535,1748,1030
Nus1,1270,279,1340,561,1500,957
Cep89,511,151,247,139,227,81
Mospd1,1320,221,0,105,275,30
Akirin1,1589,517,626,628,1548,1871
Gtf2ird1,295,0,0,0,134,124
Noct,0,0,1,0,0,23
Abcc1,3366,0,2479,4,1233,72
Ndufa5,1370,411,802,68,584,233
Rfc2,3629,999,940,781,1408,1006
Denr,2223,459,590,272,1366,465
Prmt5,2378,445,317,205,919,277
Sympk,731,204,351,386,475,659
Nagpa,1597,494,190,106,399,109
Wrb,1113,4937,2673,2476,5730,4643
Ivns1abp,3839,361,1216,0,1503,151
Rpp14,958,289,187,21,547,288
Slc38a1,5603,6372,5281,7603,12281,10773
Gps2,1407,175,4,0,130,16
Bsg,6441,1472,923,397,1465,394
Vwa5a,3960,376,783,0,367,0
P3h3,0,8,13,0,14,46
Il15ra,530,89,0,0,0,0
Ccl25,156,0,0,184,1,17
Parp3,1817,126,48,0,345,0
Slc26a6,0,326,414,312,994,685
Acy1,1730,257,264,0,767,383
Frs3,0,0,0,0,0,0
Creld2,1369,525,406,106,388,160
Cd4,0,0,0,0,92,0
Twf2,1341,286,348,531,703,597
Zfp605,349,0,0,0,0,0
Ube2j2,1372,447,209,51,299,102
44990,2524,523,619,162,1761,921
Dtwd1,638,133,58,178,0,2
Mx2,108,0,0,0,0,0
Poc1a,475,109,268,0,318,0
Trip6,90,129,133,115,179,153
Clec4n,1723,0,264,0,401,0
Agap3,121,3,54,20,162,256
Tmem176a,2201,342,1296,771,999,640
Slc17a9,559,0,0,0,0,0
Gnb3,778,6,0,0,98,0
Pisd,1026,67,234,0,269,29
Tpi1,26828,4733,7571,2036,6111,3426
Rab12,82,128,163,0,308,454
Tulp2,0,0,38,0,0,0
Celsr3,0,0,19,0,57,451
Pcbp4,406,268,71,102,284,294
Cdca3,937,224,361,321,512,311
Ccndbp1,246,242,394,188,237,292
Ogfod2,607,911,1230,1018,1734,1230
Mrps23,269,673,782,725,894,697
Rhebl1,147,0,112,0,0,37
Sfi1,0,10,2,5,91,0
Pigx,272,163,0,0,153,150
Tiam2,0,90,0,0,1,74
Synj2,1342,6,102,86,237,226
Rsph3b,0,87,147,0,79,174
Rps6ka2,1064,563,356,318,941,1341
Prkn,178,0,0,0,0,0
Agpat4,33,10,0,0,236,0
Slc22a3,0,0,0,0,0,0
Igf2r,4484,5,0,0,215,96
Acat2,572,319,353,421,495,345
Lnpep,424,232,211,0,107,232
Chd1,913,224,483,157,70,1
Mpc1,1009,136,282,24,381,60
Pde10a,0,0,0,0,69,4
1700010I14Rik,5,2,125,224,34,0
Zfp54,0,0,166,0,87,0
Phf10,634,24,9,44,302,186
Zfp51,398,60,234,0,0,0
Hcfc1r1,1195,251,380,108,245,189
Tnfrsf12a,366,43,91,0,54,148
Pkmyt1,41,0,3,0,165,0
Paqr4,0,0,0,0,0,0
Pla2g7,0,1,0,0,0,0
Tnfrsf21,532,36,0,18,0,9
Cenpq,298,0,208,0,54,15
Mut,1818,159,0,0,235,96
Tbc1d5,1426,132,115,203,446,76
Satb1,0,0,26,0,0,0
Cdc5l,2443,510,37,0,215,57
Spats1,0,0,0,0,0,1
Aars2,0,123,0,257,213,0
Mrpl14,815,360,377,192,260,220
Sgo1,0,46,31,29,30,4
Slc29a1,2823,1585,811,574,1758,1003
Hsp90ab1,23708,6227,7589,4832,8344,5230
Nfkbie,141,135,1,0,50,65
Vegfa,855,140,162,0,179,81
Gtpbp2,315,83,35,96,144,4
Polh,0,217,0,0,144,7
Fbxl17,613,121,113,4,80,337
Mrps18a,2372,828,973,443,643,497
Rrp36,823,1115,1275,723,1141,792
Cnpy3,1372,132,248,75,368,155
Ubr2,2901,21,75,0,581,115
Guca1b,0,0,0,0,0,0
Taf8,861,63,0,340,305,46
Guca1a,86,12,64,56,42,0
Gm20517,247,0,0,0,0,0
Bysl,961,383,0,300,220,333
Tfeb,1,183,0,59,283,145
Foxp4,196,28,0,0,45,7
Trem2,7967,1742,936,1025,2104,988
Nfya,19,1,0,37,7,57
Brd4,236,107,505,142,99,138
Stk38,1789,430,98,444,735,184
Ppil1,911,149,423,162,369,279
Pi16,0,0,0,0,0,0
Mtch1,195,161,734,28,642,1219
Fgd2,354,459,277,0,332,322
Pim1,485,24,134,48,126,8
Ccdc167,0,14,0,0,0,0
Cmtr1,32,1,14,2,3,20
Glo1,795,329,52,123,529,200
Glp1r,0,0,0,0,8,0
Abcg1,1337,333,359,74,466,337
Slc37a1,0,2,4,0,275,0
Wdr4,1526,457,359,1659,2183,925
Ndufv3,1594,364,747,230,684,289
Sik1,567,149,936,154,254,326
Epb41l3,0,0,0,0,0,0
Akap8,2480,0,370,0,81,410
Myl12a,1171,183,274,250,454,27
Myom1,137,29,0,46,0,0
Wiz,457,4,0,0,77,56
Lpin2,1586,1456,1080,2598,2883,1800
Emilin2,11586,1462,686,528,1344,401
Smchd1,401,0,34,0,174,27
Cyp4f13,1186,318,160,0,256,54
Ndc80,94,73,4,0,246,0
Clip4,0,0,3,0,0,0
Lbh,66,4,0,4,6,6
Galnt14,0,0,0,0,0,0
Xdh,9438,184,1471,0,362,190
Dpy30,941,426,504,61,598,408
Spast,87,580,341,319,497,334
Slc30a6,1416,53,470,7,87,3
Prkd3,0,0,0,0,141,98
Yipf4,1240,274,321,28,490,143
Birc6,15,34,53,1,55,3
Strn,303,288,475,0,338,159
Ttc27,723,0,325,0,209,286
Eif2ak2,0,0,300,0,149,262
Cebpz,1822,93,11,0,463,210
Ndufaf7,390,158,459,0,340,136
Pja2,991,4,50,46,507,0
Man2a1,0,35,4,0,94,15
Cyp1b1,0,0,36,0,0,0
Vapa,4053,505,948,170,1224,538
Hnrnpll,2730,369,644,54,340,69
Ralbp1,588,146,296,252,654,402
Srsf7,1832,443,1465,157,673,90
Twsg1,768,1191,574,582,1429,740
Ndufv2,2412,408,979,234,981,710
Washc1,344,49,49,0,169,64
Washc2,4978,18,1301,35,960,121
Nrxn1,27,0,0,4,0,4
Tedc2,289,0,1,0,67,0
Lrpprc,4095,404,48,0,985,387
Atp6v0c,27304,3819,7544,1252,7211,1702
Pdpk1,287,0,64,12,228,531
Prepl,636,0,106,4,438,60
Abca3,7,0,0,0,552,24
Eci1,828,72,221,0,161,0
Srbd1,1041,0,29,0,10,71
E4f1,326,296,6,0,295,17
Epas1,950,504,173,559,1006,660
Mlst8,551,87,0,0,93,42
Rhoq,180,183,971,188,1017,1291
Pigf,156,64,107,1,27,90
Cript,2277,405,495,157,287,214
Mcfd2,2230,400,376,172,312,306
Msh2,1285,199,2,0,367,253
Hagh,1316,619,281,85,230,301
Spsb3,126,31,13,11,8,15
Mapk8ip3,20,0,103,45,28,0
C3,5548,19,257,0,1227,0
Jpt2,838,235,282,395,466,151
Tmem204,0,0,0,0,0,0
Ift140,0,0,0,0,183,0
Telo2,210,589,1040,0,715,469
Pot1b,0,0,0,0,15,9
Nme4,628,323,65,89,130,30
Tmem8,1225,637,179,272,1205,892
Mrpl28,1806,1317,576,1713,2215,1888
Axin1,7,76,0,0,389,88
Rgs11,0,0,0,8,0,0
Fam234a,4794,329,1073,353,550,99
Luc7l,1224,1240,969,669,3211,1949
Dusp1,1210,30,0,0,14,56
Bnip1,261,57,63,0,219,237
Phf1,155,0,0,0,0,0
Cuta,1144,432,965,434,447,319
Plin3,9439,1361,2577,847,3608,2781
Kdm4b,710,0,0,0,342,0
Rpl36-ps2,29,4,16,42,21,22
Rfx2,0,0,0,16,0,0
Acsbg2,0,0,0,0,0,0
Uqcc2,1223,624,1128,354,735,615
1700061G19Rik,0,8,32,105,55,30
Ip6k3,0,0,0,0,0,91
Mllt1,293,582,421,221,489,1023
Nudt3,1133,4701,4775,3488,6144,5966
Snrpc,270,100,168,0,115,52
Taf11,347,68,0,118,120,125
Anks1,1,0,212,157,95,55
Zfp523,245,5,251,0,124,188
Fkbp5,160,106,351,54,262,112
Cul2,1183,0,334,416,502,620
Bambi,731,295,419,0,82,46
Mtpap,1235,102,219,198,362,57
Map3k8,307,0,182,0,15,68
Svil,0,228,176,0,218,186
Epc1,425,73,72,29,76,75
Sos1,756,0,86,0,90,22
Map4k3,28,14,2,0,156,23
Thumpd2,218,275,0,0,103,4
Pkdcc,5,73,46,15,236,13
Cox7a2l,3620,2572,2469,2408,4206,3863
Thada,2884,91,489,7,126,169
Dync2li1,0,24,1,0,0,0
Polr2d,116,101,0,0,151,41
Slc25a46,1620,0,514,206,701,12
Sap130,249,0,24,0,26,66
Celf4,113,0,19,16,110,112
Tpgs2,127,25,493,223,68,239
Slc39a6,1633,399,0,219,805,19
Elp2,1618,170,1200,264,865,353
2700062C07Rik,0,94,0,124,125,0
Zfp397,269,133,73,0,0,110
Mapre2,2351,420,78,0,468,161
Wac,261,123,32,20,557,46
Ccny,674,1403,1310,1209,2980,2763
Thoc1,630,16,450,0,401,42
Rock1,624,2,38,112,168,84
Esco1,623,65,0,0,158,96
Mib1,52,286,406,783,544,1269
Cyp4f41-ps,0,0,91,0,0,18
Zfp871,192,122,4,162,386,395
Adamts10,182,99,202,928,574,238
Myo1f,15231,1460,2134,962,2246,563
Kifc5b,0,0,0,0,0,0
Dtna,0,0,0,0,0,0
Tapbp,5929,584,306,36,1069,244
Pfdn6,739,83,344,79,177,19
Wdr46,1165,243,661,225,336,311
Rnf138,14,48,40,6,0,257
Vps52,1636,192,635,373,956,328
Ring1,341,4,0,0,52,0
Slc39a7,32,0,5,0,7,10
Col11a2,0,5,0,0,3,0
H2-Oa,100,101,0,0,0,25
Brd2,3295,492,330,99,798,389
Psmb8,4157,574,1411,230,1141,340
Tap2,566,4,0,0,271,46
Pfdn1,1076,166,402,359,363,203
Tmem173,527,0,582,35,440,75
Dnajc18,342,61,229,277,235,77
Sil1,1298,94,129,198,209,48
Hspa9,21862,4953,5182,1631,7378,2579
Etf1,3526,838,1060,1421,1512,2072
Nelfe,1937,334,145,450,545,484
Cdc23,1311,0,743,0,365,0
Epb41l4a,0,0,4,0,0,0
Stard4,272,1411,811,1135,1906,2561
Bin1,1221,509,668,252,501,395
Ercc3,665,0,0,0,222,95
Map3k2,0,0,0,0,26,24
Iws1,999,25,57,139,50,69
Csnk2b,1622,269,496,238,424,292
Bag6,1129,68,203,487,430,121
Prrc2a,157,4,153,47,18,40
Aif1,534,35,252,0,170,43
Ltb,0,0,0,0,0,0
Wdr33,1612,170,53,108,434,161
Tnf,336,68,551,0,221,0
Lta,0,0,0,0,57,0
Atp6v1g2,0,0,0,0,0,0
Riok3,3344,560,1211,351,1505,756
Rmc1,1278,741,539,291,680,505
Npc1,2018,245,325,39,197,139
Mrpl27,425,215,739,178,432,113
Dhx16,1794,176,0,136,70,19
Impact,386,78,109,116,607,327
Ttc39c,0,0,0,0,176,0
Ndfip1,2286,96,952,0,639,182
Atat1,117,62,73,0,33,0
Gnl1,1576,1240,1417,1699,2908,2964
Cabyr,0,0,6,0,0,0
Nr3c1,371,85,83,55,123,20
Mrps18b,1054,164,282,0,223,73
Dele1,10,68,49,0,147,71
Rpp21,53,40,0,73,27,39
Arap3,1007,404,387,1,204,219
Hdac3,2251,70,254,0,615,320
Diaph1,521,487,549,763,767,546
Trim26,1139,189,3,0,199,0
Dcp2,56,609,732,572,852,1139
Ik,2964,637,1027,20,828,291
Pggt1b,636,32,9,0,113,195
Ap3s1,3706,492,710,383,1415,911
Ankhd1,1361,126,41,0,352,46
Hbegf,0,0,0,0,0,1
Yipf5,2418,426,385,0,337,97
Rbm27,423,0,10,31,88,58
Lars,4537,615,1755,50,460,288
Tcerg1,71,160,47,319,386,66
Jakmip2,0,0,5,0,0,0
Dtwd2,0,243,174,222,263,406
Hsd17b4,2601,70,238,284,208,291
Mbd2,29,74,76,0,86,197
Smad4,26,373,127,53,18,64
Sec11c,1785,1099,845,645,1587,718
Pmaip1,266,269,889,298,745,425
Gnal,0,0,1,0,0,0
Impa2,383,119,85,139,168,95
Afg3l2,2953,729,494,75,629,112
Srfbp1,1136,129,62,0,303,112
Prelid3a,0,467,198,219,180,266
Spire1,23,148,170,104,343,617
Snx24,0,282,172,16,397,488
Psmg2,979,1299,947,430,1603,1560
Ppic,889,153,661,203,298,20
Ptpn2,1352,0,80,0,358,24
Cep192,931,97,186,81,382,177
Me2,807,299,391,141,480,322
Cxxc1,1325,0,0,0,235,66
Mbd1,688,4,16,0,723,74
Smad2,0,181,567,354,638,535
Sall3,0,124,55,8,581,116
Atp9b,2032,329,1637,0,827,1423
Rbfa,210,71,199,0,76,47
Gm16286,3530,1335,1923,406,2082,996
Csnk1a1,4358,1280,1202,236,1533,849
Pcyox1l,450,119,0,0,135,39
Grpel2,970,297,506,440,465,288
Napg,798,227,41,0,201,82
Txnl1,2334,456,910,1041,1214,682
Nars,8179,719,1790,664,1422,603
Fech,3540,364,85,746,623,106
Nedd4l,888,0,440,0,91,60
Lmnb1,0,245,0,96,189,156
C330018D20Rik,0,0,0,0,58,17
Prrc1,503,1137,712,3202,4305,3290
Slc12a2,0,0,55,0,46,20
Fbn2,0,0,2,0,0,0
Isoc1,263,188,146,183,613,742
Dctn4,534,0,193,0,604,194
Rbm22,374,0,0,2,85,1
Rps14,14199,9652,11086,9850,12694,14117
Cd74,4063,396,156,107,598,60
Tcof1,1655,218,14,735,766,118
Tmx3,1614,0,478,0,233,18
Camk2a,193,0,9,0,16,0
Pdgfrb,0,0,0,0,0,0
Csf1r,12566,2178,2503,569,1322,393
Hmgxb3,1222,0,742,0,240,150
Gnaq,340,116,249,15,151,286
Psat1,6216,1477,2577,1296,1783,1363
Tle4,2,0,43,0,241,0
Cndp2,11186,4381,2752,2596,4045,3213
Timm21,422,91,249,81,193,118
Cyb5a,3004,202,660,126,865,159
Scgb1a1,0,0,0,0,1,0
Asrgl1,844,1,173,4,512,343
Anxa1,5824,715,1275,505,959,209
Incenp,2332,304,855,298,1018,319
Fth1,597545,221920,281799,154609,301038,213711
Rab3il1,507,522,121,277,176,329
Fads2,0,0,0,0,0,0
Tmem138,49,56,0,0,0,29
Tmem216,168,54,77,88,160,77
Sdhaf2,384,213,407,0,632,348
Cd5,0,124,82,0,26,0
Cd6,0,0,3,0,0,4
Ms4a7,650,62,81,0,117,0
Ms4a1,0,1,0,0,0,0
Ms4a6b,0,0,0,0,0,0
Ms4a6d,319,64,139,0,0,0
Mrpl16,1102,107,91,12,294,81
Osbp,0,0,204,9,120,116
Fam111a,2505,262,456,18,858,175
Zfp91,386,241,677,188,551,649
Lpxn,4667,517,266,0,1241,61
Rfk,1730,692,484,140,622,98
Pcsk5,0,0,0,0,0,0
Ostf1,2604,429,1060,608,1956,1056
Carnmt1,398,146,258,136,221,526
Ccdc86,1205,170,676,182,501,115
Prpf19,2814,345,223,156,532,199
Tmem132a,61,75,123,0,20,77
Slc15a3,2635,562,837,0,334,17
Ddb1,8743,1662,1849,360,2640,359
Fen1,34,2,14,0,33,8
Tmc1,0,0,0,0,0,0
Zfand5,1526,338,927,33,995,402
Cemip2,0,0,11,0,8,0
Rtn3,6960,1137,1784,323,1622,1015
Atl3,0,148,67,0,7,62
Naa40,1990,2462,3550,1405,3467,3527
Otub1,2254,503,1019,243,774,54
Cdc42bpg,102,0,104,0,0,6
Lipn,256,0,62,0,0,0
Ehd1,1586,109,87,6,317,83
Atg2a,1959,0,469,131,222,111
Stambpl1,1721,116,187,0,113,49
Ppp2r5b,1057,246,25,105,201,33
Fas,214,112,0,0,42,0
Cdc37l1,0,260,316,271,374,932
Lipa,10148,1490,1930,813,3343,1603
Ak3,831,1017,212,796,1028,835
Rcl1,955,341,0,0,397,8
Snx15,518,61,342,0,97,115
Jak2,6,0,2,212,339,448
Sac3d1,662,80,0,0,164,74
Cdca5,0,334,619,14,375,471
Zfpl1,782,43,52,0,208,46
Kif20b,512,27,26,0,749,60
Vps51,550,229,0,239,371,211
Tm7sf2,173,104,0,0,16,0
Rpp30,97,125,437,0,94,86
Ankrd1,0,14,0,0,0,0
Pcgf5,696,22,139,0,32,201
Syvn1,1816,0,487,0,209,7
Tnks2,656,145,1062,64,176,72
Tjp2,2390,657,1542,144,710,744
Frmd8,2345,444,363,243,708,185
Uhrf2,344,341,357,96,327,29
Slc25a45,2498,0,516,407,528,34
Rad9a,0,61,213,236,271,242
Dpf2,2127,495,1818,22,615,639
Gldc,9,43,63,32,49,91
Mrpl21,1765,187,536,4,429,21
Rps6kb2,859,172,333,94,44,178
Ighmbp2,0,2,0,598,140,59
Pola2,119,757,573,484,471,554
Coro1b,9929,975,1546,243,1722,486
Eif1ad,1620,504,627,688,1114,854
Cabp4,0,0,0,0,0,0
Chka,471,186,161,0,77,0
Banf1,3091,822,612,200,1341,611
Tmem134,1452,1607,1846,1679,2569,1947
Aip,1748,266,196,0,357,195
Pitpnm1,3763,120,0,167,57,37
Sf3b2,6767,517,514,0,1046,218
Pold4,62,30,26,5,3,15
Pacs1,1453,14,666,0,113,0
Cdk2ap2,1077,455,576,166,422,33
Grk2,1043,126,188,86,480,461
Klc2,52,0,0,0,38,0
Acy3,530,0,0,0,0,0
Pip5k1b,0,0,0,0,86,0
Rab1b,7361,1069,1754,1217,1881,867
Yif1a,1699,688,844,260,817,403
Cbwd1,433,49,59,0,105,62
Rin1,1110,11,1,1,146,3
Aldh3b1,10704,1382,933,1591,1490,972
Asah2,0,0,0,0,0,0
Rce1,1424,353,307,158,141,111
Slc29a2,0,3,0,0,18,0
Pcx,1925,185,0,1,494,86
Minpp1,1185,313,452,227,615,387
Apba1,0,167,0,10,71,38
Cpt1a,1231,172,1076,85,259,179
Peli3,30,0,0,0,0,0
Mrpl11,871,309,770,94,611,264
Tesmin,0,0,0,0,0,0
Mus81,0,275,16,0,255,0
Ppp6r3,1663,232,154,44,211,173
Efemp2,0,0,19,0,0,0
Fibp,1435,274,243,445,972,286
Fosl1,18,0,0,0,3,0
Lrp5,88,62,2,0,14,7
Drap1,440,236,130,169,332,160
Smarca2,83,590,26,0,494,116
Vldlr,0,0,0,0,0,0
Rnaseh2c,1003,257,416,152,298,76
Kat5,199,156,34,0,96,84
Rela,801,306,333,0,182,148
Ehbp1l1,4687,1774,1324,1355,3054,1831
Ltbp3,0,0,0,0,0,0
Scyl1,2656,688,505,1136,1377,1185
Capn1,280,56,19,0,80,36
Smc5,391,0,598,335,347,48
Arl2,1141,232,329,202,347,2
Men1,1931,50,377,800,280,63
Map4k2,0,108,359,390,390,43
Sf1,3954,90,279,219,503,338
Rps6ka4,1,411,281,172,88,458
Prdx5,6647,1166,2715,517,2437,589
Esrra,602,135,68,346,292,212
Gpr137,501,47,0,129,244,120
Bad,725,174,337,0,225,127
Plcb3,0,16,389,0,295,0
Vegfb,844,88,512,220,332,480
Dnajc4,148,0,16,150,141,108
Fermt3,6574,1037,908,718,1391,262
Stip1,2470,567,1005,114,934,55
Rcor2,0,0,0,0,0,40
Mark2,812,167,8,19,335,262
Spindoc,661,6,97,176,123,88
Smc3,813,93,76,58,191,16
Pdcd4,48,8,12,3,137,49
Shoc2,244,123,0,5,64,2
Gpam,1083,0,541,69,373,365
Acsl5,2520,617,1369,0,1480,809
Zdhhc6,2785,313,557,223,726,420
Vti1a,916,15,482,0,32,273
Tcf7l2,22,1,89,0,24,0
Hhex,349,96,19,0,174,72
Cep55,23,0,21,117,120,7
Eif3a,4105,1547,1924,644,3738,1601
Fam45a,0,0,0,0,147,0
Prdx3,3515,387,422,209,1759,578
Plce1,0,0,0,0,0,0
Noc3l,331,194,0,0,25,145
Hells,520,29,177,26,363,114
Sorbs1,442,270,296,423,134,93
Aldh18a1,5450,653,507,0,1192,150
Tctn3,0,0,296,0,81,0
Ccnj,0,298,124,446,386,321
Tm9sf3,3843,938,1089,188,1807,619
Pik3ap1,7026,908,1053,304,1111,327
Lcor,57,40,19,12,336,95
Slit1,0,0,0,0,0,0
Smndc1,818,48,128,31,135,121
Mxi1,454,724,788,12,1067,946
Add3,1983,0,26,0,357,0
Xpnpep1,6095,1445,1077,914,1438,584
Trim8,1409,418,137,253,333,705
Arl3,270,32,68,0,22,33
Sfxn2,204,0,32,43,111,27
Maoa,1842,180,0,0,1048,0
Fundc1,524,89,441,140,427,125
Nt5c2,275,402,1,15,336,193
Msr1,1180,46,1008,0,177,0
Pdcd11,1018,374,46,188,134,38
Taf5,0,0,0,0,47,2
Pcgf6,1075,166,152,56,249,194
5430427O19Rik,0,79,0,0,137,33
Gk,1021,325,0,0,701,300
Slk,148,110,95,80,392,556
Col17a1,0,0,0,0,0,0
Sfr1,3228,421,488,61,783,419
Gsto1,7326,982,896,538,1554,331
Gsto2,0,0,0,0,0,46
Casp7,877,219,43,224,266,49
Dclre1a,0,223,0,0,41,22
Nhlrc2,1187,292,113,59,759,833
Ablim1,0,0,0,240,122,355
Trub1,380,227,148,0,162,34
Gfra1,0,0,0,0,2,0
Hspa12a,0,0,17,0,0,6
Slc18a2,0,10,93,0,137,23
3110040N11Rik,151,60,258,199,90,7
Btbd1,374,350,894,495,1122,1472
P4hb,14679,2730,4516,1024,4572,1650
Arhgdia,12905,2068,1876,463,2751,1118
Ints4,1998,358,903,391,350,198
Alyref,402,708,1193,780,1225,2459
Anapc11,1134,476,550,519,539,263
Pcyt2,1483,591,0,199,432,128
Sirt7,615,67,419,0,401,134
Tollip,2707,1017,1442,1863,3033,1310
Pycr1,0,0,0,0,0,0
Myadml2,0,0,0,0,0,11
Aspscr1,1233,3,91,132,268,22
Cenpx,858,157,259,275,227,46
Lrrc45,205,0,0,0,188,53
Mob2,0,459,171,755,673,432
Cbr2,245,179,93,0,178,40
Maged1,5072,1483,786,297,814,222
Fasn,2172,78,492,940,353,303
Arhgap19,3330,3698,2729,6032,10027,10022
Dus1l,2567,344,512,9,225,217
Gps1,2973,403,214,592,1014,521
Zdhhc16,1347,416,921,220,588,193
Rfng,359,86,0,12,78,61
Mms19,1063,770,853,1008,1891,1469
Csnk1d,1885,921,519,985,2579,2523
Ogfod3,130,188,0,91,0,0
Ubtd1,617,516,141,154,399,485
Wdr45b,2198,654,1155,477,1587,1195
Hoga1,0,4,0,0,4,0
Pi4k2a,568,111,333,7,197,215
R3hcc1l,726,154,301,0,741,401
Hps1,1610,133,0,0,760,68
Cnnm1,0,35,166,0,95,13
Got1,4434,1148,222,266,1920,1459
Entpd7,456,130,297,0,131,48
Cutc,159,0,0,89,64,0
Abcc2,0,0,0,0,59,0
Dnmbp,249,0,31,0,32,0
Erlin1,1055,40,0,0,312,322
Chuk,481,0,73,545,489,53
Cwf19l1,585,177,206,0,375,50
Scd3,5,0,0,1,1,0
Scd2,33982,8965,9775,10368,23267,17851
Ndufb8,2085,658,689,297,1052,283
Sema4g,0,0,0,0,15,0
Mrpl43,443,231,287,93,295,366
Twnk,98,489,388,181,909,663
Sfxn3,1137,239,21,181,88,212
Kazald1,0,0,0,90,29,0
Tlx1,0,0,0,0,0,32
Lbx1,0,6,0,0,0,11
Btrc,1047,176,0,0,290,72
Poll,0,156,214,0,21,15
Mgea5,3382,278,94,407,441,227
Ldb1,185,138,134,141,152,237
Gbf1,350,263,0,0,0,0
Nfkb2,323,282,85,16,391,238
Fbxl15,147,0,0,0,94,0
Mfsd13a,789,203,311,364,595,291
Actr1a,2700,877,895,327,1460,1378
Sufu,371,0,0,0,46,84
Hexa,20429,3789,4486,1891,4815,3484
Arih1,403,0,0,17,170,385
Bbs4,0,66,111,52,72,134
Adpgk,429,4,51,0,43,42
Parp6,625,660,36,0,163,217
Limd1,964,2606,1266,1573,4051,4643
Sacm1l,876,131,0,0,291,135
Fyco1,1275,2,22,0,329,31
Lztfl1,360,63,75,0,134,32
Tbl1x,1554,61,257,0,220,68
Ribc1,0,0,0,0,0,0
Hsd17b10,1896,303,1055,381,612,123
Huwe1,1948,108,172,113,169,44
Fam120c,20,0,0,0,0,0
Tsr2,432,4,166,0,236,61
Gnl3l,3406,0,801,0,491,241
Maged2,2108,149,216,581,1319,103
Apex2,242,49,0,0,125,0
Pfkfb1,273,0,0,0,0,0
Abhd6,543,96,0,0,91,107
Flnb,3252,10,34,51,497,61
Polr3a,20,0,0,0,0,3
Sat1,15700,3283,5012,1412,6284,1293
Acot9,1559,36,336,124,283,59
Prdx4,3459,3145,2976,3010,5807,4535
Rps24,2894,1834,3224,1726,2331,2251
Ptprj,0,143,36,0,69,81
Banp,0,17,447,0,83,177
Jph3,0,0,107,0,0,4
Itgb8,0,0,0,0,1,0
Sp4,0,0,0,0,0,0
Atp10a,0,0,0,0,0,1
Ube3a,515,59,1,268,254,130
Kdm5c,3336,580,32,224,356,1
Sbds,319,1,109,565,324,290
Rabgef1,546,0,203,0,90,102
Itga7,459,79,86,0,6,0
Cd63,35593,5577,10820,1985,7437,1582
Ormdl2,302,114,77,66,215,230
Dnajc14,551,345,512,6,509,431
Mmp19,573,43,396,0,135,70
Dgka,773,141,5,0,2,5
Cdk2,347,286,519,0,214,66
Rps26,3078,1969,3301,2349,2979,2780
Pa2g4,1477,267,234,71,544,146
Esyt1,2220,924,1275,252,948,766
Smarcc2,1652,59,440,0,313,88
Chmp6,1287,946,415,954,1599,448
Baiap2,191,0,0,0,105,0
Rnf41,1348,807,505,623,1171,1126
Nabp2,211,75,128,103,119,70
Aatk,0,0,0,0,0,141
Tepsin,0,0,16,0,38,0
Cnpy2,2117,1691,1375,1699,1439,1274
Il23a,172,0,0,0,4,0
Faap100,0,0,27,0,42,158
Atp5b,39164,3378,10052,1931,9221,2035
Prim1,368,112,0,248,61,66
Nab2,300,35,0,0,0,0
Shmt2,4820,1642,773,841,1932,1287
R3hdm2,151,137,55,224,106,305
Ddit3,2208,269,326,275,247,52
Mbd6,22,1,1,27,0,5
Dctn2,2838,758,297,778,1402,1186
Ttc4,971,0,0,243,559,6
Pip4k2c,2221,214,397,338,486,247
Katnal2,0,1,0,0,0,0
